Id,Attributes,
APP\PREMISES-VARYDPS\003083, black,  Application
APP\TEN\000679, black,  Application
APP\TEN\001384, black,  Application
Del Aziz, blue,  Premise
APP\TEN\011094, black,  Application
APP\TEN\003669, black,  Application
APP\PREMISES-VARYDPS\002402, black,  Application
APP\PREMISES-VARYDPS\003976, black,  Application
APP\PERSONAL-ADD\000754, black,  Application
APP\TEN\009649, black,  Application
APP\PREMISES-VARYDPS\000359, black,  Application
Wall Street Journal Europe, blue,  Premise
APP\PREMISES-VARYDPS\003161, black,  Application
Chopra Newsagents Limited, blue,  Premise
APP\TEN\001626, black,  Application
APP\PERSONAL-NEW\000708, black,  Application
APP\PREMISES-NEW\001417, black,  Application
APP\TEN\010986, black,  Application
APP\PERSONAL-NEW\002813, black,  Application
APP\TEN\006265, black,  Application
APP\PREMISES-VARYDPS\003494, black,  Application
APP\PREMISES-VARYDPS\004445, black,  Application
APP\TEN\009349, black,  Application
APP\PREMISES-VARYDPS\004516, black,  Application
APP\TEN\000138, black,  Application
APP\PREMISES-TRANS\001526, black,  Application
SSL-RNW\00019, black,  Application
APP\PREMISES-VARYDPS\000815, black,  Application
APP\TEN\004742, black,  Application
GPL-NEW\00013, black,  Application
Otto's, blue,  Premise
APP\PREMISES-VARYDPS\001599, black,  Application
APP\PERSONAL-ADD\000718, black,  Application
APP\TEN\003476, black,  Application
APP\PREMISES-VARY\000262, black,  Application
APP\PREMISES-VARYDPS\001977, black,  Application
APP\LATE-TEN\001609, black,  Application
APP\TEN\006184, black,  Application
APP\LATE-TEN\001395, black,  Application
APP\TEN\003102, black,  Application
APP\PERSONAL-NEW\001864, black,  Application
APP\TEN\010095, black,  Application
APP\PERSONAL-CONV\000409, black,  Application
APP\TEN\008050, black,  Application
APP\PERSONAL-NEW\001297, black,  Application
2013/7322/TC, black,  Application
APP\TEN\007308, black,  Application
APP\TEN\010356, black,  Application
APP\TEN\013489, black,  Application
APP\TEN\004954, black,  Application
APP\PREMISES-VARYDPS\002880, black,  Application
APP\TEN\000009, black,  Application
The Lock Gates Public House, blue,  Premise
APP\PREMISES-NEW\000386, black,  Application
APP\PREMISES-C-PREM\0047, black,  Application
APP\PREMISES-NEW\000648, black,  Application
APP\TEN\001995, black,  Application
APP\PREMISES-VARYDPS\001840, black,  Application
APP\PREMISES-VARYDPS\000651, black,  Application
APP\PREMISES-VARYDPS\000692, black,  Application
APP\TEN\009142, black,  Application
Sushi Hana, blue,  Premise
APP\TEN\006840, black,  Application
APP\TEN\003030, black,  Application
APP\TEN\002232, black,  Application
APP\PREMISES-CONV\000106, black,  Application
APP\PREMISES-CONV\000750, black,  Application
APP\TEN\009277, black,  Application
APP\LATE-TEN\001174, black,  Application
APP\PERSONAL-NEW\003047, black,  Application
APP\PREMISES-VARYDPS\001823, black,  Application
APP\TEN\009840, black,  Application
APP\TEN\006845, black,  Application
APP\PREMISES-CONV\000875, black,  Application
Bar & Restaurant, blue,  Premise
The Georgian Group, blue,  Premise
APP\TEN\007945, black,  Application
APP\TEN\006072, black,  Application
APP\TEN\009579, black,  Application
APP\PREMISES-TRANS\000929, black,  Application
APP\LATE-TEN\000895, black,  Application
APP\TEN\011827, black,  Application
APP\TEN\001440, black,  Application
APP\PERSONAL-NEW\002852, black,  Application
APP\PERSONAL-NEW\002278, black,  Application
APP\LATE-TEN\000368, black,  Application
2014/5020/TC, black,  Application
APP\PREMISES-MVARY\00445, black,  Application
SSL-NEW\00170, black,  Application
APP\PREMISES-VARY\000474, black,  Application
APP\TEN\002343, black,  Application
APP\LATE-TEN\000124, black,  Application
APP\PREMISES-VARYDPS\000260, black,  Application
45963, black,  Application
Aldi, blue,  Premise
APP\PERSONAL-CONV\001003, black,  Application
APP\TEN\012206, black,  Application
APP\PREMISES-VARY\000826, black,  Application
One Alfred Place, blue,  Premise
GPL-TRANS\00028, black,  Application
APP\TEN\000518, black,  Application
Tas Restaurant, blue,  Premise
APP\PREMISES-VARYDPS\003685, black,  Application
Express By Holiday Inn (London Swiss Cottage), blue,  Premise
APP\PREMISES-VARY\000368, black,  Application
APP\PREMISES-VARYDPS\002221, black,  Application
APP\PREMISES-VARY(T)\000328, black,  Application
Kentish Town Snooker Club, blue,  Premise
APP\PREMISES-VARY\000861, black,  Application
APP\PREMISES-VARYDPS\001339, black,  Application
British Museum, blue,  Premise
APP\PREMISES-C-PREM\0067, black,  Application
APP\TEN\013634, black,  Application
APP\TEN\013039, black,  Application
APP\TEN\004247, black,  Application
South End Green Festival, blue,  Premise
APP\TEN\003322, black,  Application
APP\TEN\000345, black,  Application
APP\PERSONAL-CONV\000570, black,  Application
APP\PREMISES-CONV\000769, black,  Application
APP\PREMISES-VARYDPS\004336, black,  Application
Prince Oliver, blue,  Premise
APP\TEN\009332, black,  Application
APP\PREMISES-VARYDPS\001820, black,  Application
Vila Ronel Bar & Restaurant Ltd, blue,  Premise
The Late Late Store, blue,  Premise
APP\PERSONAL-NEW\002861, black,  Application
APP\TEN\010304, black,  Application
APP\TEN\010435, black,  Application
APP\PERSONAL-CONV\000748, black,  Application
APP\PREMISES-CONV\001007, black,  Application
Ruby Violet, blue,  Premise
APP\TEN\011498, black,  Application
APP\LATE-TEN\000209, black,  Application
APP\PREMISES-VARYDPS\003657, black,  Application
APP\PREMISES-VARYDPS\001804, black,  Application
APP\TEN\005942, black,  Application
Souk Restaurant, blue,  Premise
APP\PREMISES-NEW\001281, black,  Application
APP\LATE-TEN\000904, black,  Application
LPGMP-NEW\00004, black,  Application
APP\PREMISES-TRANS\000922, black,  Application
APP\PERSONAL-NEW\002207, black,  Application
APP\PREMISES-VARY\000702, black,  Application
43535, black,  Application
APP\PREMISES-VARYDPS\002970, black,  Application
APP\TEN\007880, black,  Application
2015/1769/TC, black,  Application
APP\TEN\009364, black,  Application
APP\PERSONAL-NEW\000711, black,  Application
The Art Workers Guild, blue,  Premise
"Museum of Comedy, The Undercroft", blue,  Premise
St James Church, blue,  Premise
APP\PREMISES-VARYDPS\003652, black,  Application
APP\PREMISES-VARY\000844, black,  Application
APP\TEN\007504, black,  Application
APP\PREMISES-VARY(T)\000293, black,  Application
APP\PREMISES-TRANS\000603, black,  Application
APP\PREMISES-VARYDPS\003569, black,  Application
APP\TEN\007238, black,  Application
APP\PREMISES-C-LIC\0300, black,  Application
APP\TEN\011679, black,  Application
APP\TEN\011780, black,  Application
APP\TEN\006433, black,  Application
APP\PREMISES-VARYDPS\002420, black,  Application
The Great American Bagel Factory, blue,  Premise
GGN\00076, black,  Application
Crepes a la Carte, blue,  Premise
Monkey Chews, blue,  Premise
APP\PERSONAL-NEW\000117, black,  Application
APP\PREMISES-VARYDPS\002633, black,  Application
APP\PERSONAL-CONV\000302, black,  Application
2011/5837/TC, black,  Application
APP\TEN\008549, black,  Application
NOI\00043, black,  Application
APP\TEN\013476, black,  Application
APP\PREMISES-VARYDPS\003299, black,  Application
APP\PREMISES-VARYDPS\003911, black,  Application
Pullman London St Pancras, blue,  Premise
APP\TEN\010260, black,  Application
APP\PREMISES-LICOPY\0111, black,  Application
APP\PREMISES-CONV\000878, black,  Application
APP\PERSONAL-NEW\001517, black,  Application
APP\PREMISES-VARYDPS\004095, black,  Application
Rinaldo Club UK Ltd T/AS Fish Cafe, blue,  Premise
APP\PREMISES-VARY(T)\000289, black,  Application
APP\TEN\011863, black,  Application
APP\TEN\011363, black,  Application
APP\TEN\003412, black,  Application
APP\PREMISES-C-LIC\0302, black,  Application
APP\PERSONAL-CONV\000081, black,  Application
APP\LATE-TEN\002051, black,  Application
APP\PREMISES-TRANS\001335, black,  Application
Montana III, blue,  Premise
APP\PERSONAL-CONV\000654, black,  Application
APP\PERSONAL-CONV\000551, black,  Application
APP\TEN\003821, black,  Application
APP\PREMISES-CONV\000948, black,  Application
APP\PREMISES-VARYDPS\000768, black,  Application
APP\PREMISES-VARYDPS\000854, black,  Application
APP\TEN\006232, black,  Application
APP\TEN\007923, black,  Application
APP\TEN\009969, black,  Application
APP\PREMISES-CONV\001038, black,  Application
2015/1938/TC, black,  Application
APP\PREMISES-TRANS\001581, black,  Application
APP\TEN\013571, black,  Application
APP\PREMISES-CONV\001221, black,  Application
APP\TEN\011124, black,  Application
Camden Tandoori Restaurant, blue,  Premise
49278, black,  Application
APP\TEN\011990, black,  Application
APP\LATE-TEN\000477, black,  Application
APP\PERSONAL-NEW\000842, black,  Application
APP\TEN\004438, black,  Application
APP\TEN\001056, black,  Application
Wellbeing of Women, blue,  Premise
APP\PREMISES-VARYDPS\002381, black,  Application
APP\TEN\009700, black,  Application
APP\PREMISES-VARYDPS\003268, black,  Application
Application Rejected, yellow,  Status
APP\PREMISES-VARYDPS\003617, black,  Application
APP\PERSONAL-NEW\002331, black,  Application
APP\PERSONAL-ADD\000542, black,  Application
APP\PREMISES-VARYDPS\000191, black,  Application
APP\TEN\003174, black,  Application
APP\PREMISES-NEW\000111, black,  Application
APP\TEN\012604, black,  Application
APP\PERSONAL-ADD\000330, black,  Application
APP\TEN\006036, black,  Application
APP\TEN\006432, black,  Application
51541, black,  Application
APP\TEN\000988, black,  Application
APP\TEN\002481, black,  Application
APP\PERSONAL-ADD\000647, black,  Application
Freud Cafe, blue,  Premise
APP\TEN\002380, black,  Application
APP\PREMISES-VARYDPS\003859, black,  Application
APP\TEN\005781, black,  Application
APP\TEN\013557, black,  Application
APP\TEN\008617, black,  Application
APP\TEN\006716, black,  Application
APP\TEN\003361, black,  Application
APP\PREMISES-VARYDPS\000280, black,  Application
APP\PREMISES-VARYDPS\003331, black,  Application
APP\PREMISES-VARY\000061, black,  Application
APP\PREMISES-TRANS\001494, black,  Application
APP\TEN\005871, black,  Application
NOI\00016, black,  Application
APP\PERSONAL-ADD\000013, black,  Application
APP\PREMISES-VARYDPS\001500, black,  Application
APP\TEN\008259, black,  Application
APP\TEN\000107, black,  Application
APP\TEN\004260, black,  Application
APP\PREMISES-VARYDPS\002485, black,  Application
APP\TEN\005270, black,  Application
APP\PERSONAL-CONV\000144, black,  Application
APP\PREMISES-VARYDPS\001768, black,  Application
APP\PREMISES-VARYDPS\001709, black,  Application
APP\PREMISES-VARY\000883, black,  Application
54046, black,  Application
APP\PREMISES-VARY(T)\000032, black,  Application
APP\PREMISES-SVARI\000033, black,  Application
APP\PREMISES-TRANS\001054, black,  Application
APP\TEN\006466, black,  Application
APP\PREMISES-CONV\000220, black,  Application
APP\TEN\012693, black,  Application
APP\TEN\009720, black,  Application
APP\PREMISES-VARYDPS\002026, black,  Application
APP\TEN\011918, black,  Application
APP\TEN\001783, black,  Application
SSL-NEW\00091, black,  Application
APP\PREMISES-VARY\000457, black,  Application
43682, black,  Application
APP\PERSONAL-CONV\000966, black,  Application
APP\TEN\004661, black,  Application
APP\PREMISES-VARYDPS\002426, black,  Application
APP\TEN\001949, black,  Application
APP\PREMISES-VARY\000738, black,  Application
2016/2744/TC, black,  Application
APP\TEN\004544, black,  Application
APP\TEN\001275, black,  Application
APP\PREMISES-VARYDPS\002178, black,  Application
APP\PREMISES-TRANS\000401, black,  Application
APP\TEN\000589, black,  Application
51068, black,  Application
NOI\00209, black,  Application
Chic Beauty Clinic, blue,  Premise
APP\TEN\012034, black,  Application
APP\PREMISES-VARYDPS\000528, black,  Application
APP\TEN\006122, black,  Application
APP\TEN\000840, black,  Application
APP\PERSONAL-NEW\001687, black,  Application
2015/1462/TC, black,  Application
APP\LATE-TEN\000528, black,  Application
APP\TEN\002234, black,  Application
APP\TEN\002594, black,  Application
APP\PREMISES-VARYDPS\000464, black,  Application
My Local, blue,  Premise
APP\TEN\008971, black,  Application
APP\PREMISES-NEW\000659, black,  Application
APP\TEN\011235, black,  Application
APP\PERSONAL-ADD\000126, black,  Application
2011/0747/TC, black,  Application
APP\TEN\006825, black,  Application
APP\SE-RENW\00273, black,  Application
APP\TEN\008349, black,  Application
APP\TEN\000108, black,  Application
APP\PREMISES-CONV\000512, black,  Application
APP\TEN\006684, black,  Application
APP\TEN\006629, black,  Application
APP\PREMISES-NEW\001786, black,  Application
APP\LATE-TEN\001369, black,  Application
APP\PREMISES-VARY\000578, black,  Application
APP\PREMISES-VARYDPS\000970, black,  Application
APP\PERSONAL-NEW\000086, black,  Application
Golden Bengal, blue,  Premise
2009/1067/TC, black,  Application
APP\TEN\006480, black,  Application
APP\TEN\002836, black,  Application
APP\PREMISES-VARYDPS\000178, black,  Application
APP\TEN\002081, black,  Application
2014/6288/TC, black,  Application
APP\TEN\007095, black,  Application
Eton Avenue, blue,  Premise
APP\LATE-TEN\001291, black,  Application
APP\PREMISES-VARYDPS\000390, black,  Application
APP\TEN\010188, black,  Application
2015/2875/TC, black,  Application
APP\PREMISES-NEW\000943, black,  Application
Earlham Street Market, blue,  Premise
APP\PERSONAL-ADD\000635, black,  Application
APP\PREMISES-VARYDPS\002984, black,  Application
APP\PREMISES-VARY(T)\000279, black,  Application
APP\TEN\000218, black,  Application
APP\TEN\000937, black,  Application
APP\PREMISES-VARY(T)\000162, black,  Application
APP\TEN\011731, black,  Application
APP\TEN\013261, black,  Application
APP\PREMISES-TRANS\001104, black,  Application
Le Tea Cosy Cafe, blue,  Premise
APP\TEN\006625, black,  Application
APP\TEN\009300, black,  Application
APP\PREMISES-VARYDPS\000199, black,  Application
APP\TEN\012784, black,  Application
KICK & MUNCH, blue,  Premise
APP\PERSONAL-NEW\001233, black,  Application
APP\PREMISES-NEW\001789, black,  Application
APP\PREMISES-TRANS\001471, black,  Application
APP\PREMISES-VARYDPS\003384, black,  Application
APP\TEN\010242, black,  Application
Seven Dials, blue,  Premise
APP\PREMISES-VARY(T)\000281, black,  Application
APP\LATE-TEN\000981, black,  Application
APP\PREMISES-VARYDPS\000338, black,  Application
APP\PREMISES-CONV\000243, black,  Application
APP\TEN\012707, black,  Application
APP\PERSONAL-CONV\000986, black,  Application
APP\PERSONAL-CONV\000417, black,  Application
APP\PERSONAL-CONV\000096, black,  Application
APP\TEN\001243, black,  Application
APP\PERSONAL-ADD\000054, black,  Application
APP\LATE-TEN\001409, black,  Application
APP\PREMISES-VARY(T)\000165, black,  Application
Torrington Square, blue,  Premise
APP\PREMISES-NEW\000482, black,  Application
