Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI
APP\TEN\006842,Temporary Event Notice,Grand Union (Camden),"102 106 CAMDEN ROAD, LONDON, NW1 9EA",LA2003,Application Approved,No,14/09/2011,,,,08/09/2011,06/09/2011,,,E05000131,Cantelowes,529236.01,184161.88,-0.137842,51.541578,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.541578, -0.137842)",14651,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-MVARY\00464,Premises - Minor Variation of Licence,Bull & Gate,"389 KENTISH TOWN ROAD, LONDON, NW5 2TJ",LA2003,Application Approved In Full,No,09/12/2014,,,,22/11/2016,08/11/2016,,,E05000139,Kentish Town,528923.29,185300.87,-0.141932,51.551885,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.551885, -0.141932)",30173,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011883,Temporary Event Notice,CAMDEN SCHOOL FOR GIRLS,"CAMDEN SCHOOL FOR GIRLS SANDALL ROAD, LONDON, NW5 2DB",LA2003,Application Approved,No,04/10/2015,,,,08/10/2015,03/10/2015,,,E05000131,Cantelowes,529442.33,184663.58,-0.134684,51.546039,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.546039, -0.134684)",10033,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001871,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,29/11/2007,,,,29/11/2007,27/11/2007,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.55423, -0.144109)",19359,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\000723,Premises - Variation of DPS,02 Forum,"9  17 HIGHGATE ROAD, LONDON, NW5 1JY",LA2003,Application Approved In Full,No,12/09/2007,,,,31/07/2007,17/07/2007,,,E05000139,Kentish Town,528923.29,185300.87,-0.141932,51.551885,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.551885, -0.141932)",25645,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006027,Temporary Event Notice,All Hallows Church,"ALL HALLOWS CHURCH SAVERNAKE ROAD, LONDON, NW3 2DL",LA2003,Application Approved,No,24/01/2011,,,,26/01/2011,24/01/2011,,,E05000134,Gospel Oak,527863.95,185684.45,-0.157063,51.555573,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.555573, -0.157063)",15392,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000207,Premises Licence - Transfer Application,M and M Food and Wines,"73 CAMDEN ROAD, LONDON, NW1 9EU",LA2003,Application Approved In Full,No,09/06/2007,,,,08/06/2007,25/05/2007,,,E05000131,Cantelowes,529202.01,184288.47,-0.138285,51.542723,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.542723, -0.138285)",28017,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\003308,Premises - Variation of DPS,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved In Full,No,03/09/2014,,,,02/09/2014,19/08/2014,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.54314, -0.148383)",23214,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001632,Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,19/10/2007,,,,19/10/2007,17/10/2007,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.550221, -0.132987)",19588,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\002414,Premises - Variation of DPS,"Crystal Mini Market, Ground Floor","62 MANSFIELD ROAD, LONDON, NW3 2HU",LA2003,Application Rejected - Incomplete Documentation,No,,,,,07/05/2012,23/04/2012,11/05/2012,,E05000134,Gospel Oak,528006.74,185524.17,-0.155062,51.5541,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.5541, -0.155062)",24050,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\001178,Premises - Variation of DPS,S & S Wines,"58 MALDEN ROAD, LONDON, NW5 3HG",LA2003,Application Approved In Full,No,13/10/2008,,,,22/09/2008,08/09/2008,,,E05000136,Haverstock,528297.85,184810.92,-0.151126,51.547625,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.547625, -0.151126)",25217,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011356,Temporary Event Notice,St Luke's Church,"CHURCH OF ST LUKE WITH ST PAUL OSENEY CRESCENT, LONDON, NW5 2BE",LA2003,Application Approved,No,31/03/2015,,,,02/04/2015,30/03/2015,,,E05000139,Kentish Town,529495.04,184929.65,-0.133826,51.548418,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.548418, -0.133826)",10503,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008243,Temporary Event Notice,Co-Operative Group Food Limited,"250 254 KENTISH TOWN ROAD, LONDON, NW5 2AB",LA2003,Application Approved,No,26/07/2012,,,,23/07/2012,18/07/2012,,,E05000139,Kentish Town,529016.07,185010.54,-0.140701,51.549255,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.549255, -0.140701)",13341,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001339,Late Temporary Event Notice,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Withdrawn,No,29/07/2015,,,,31/07/2015,28/07/2015,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.543994, -0.151855)",32968,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001901,Temporary Event Notice,Colonel Fawcett,"1 RANDOLPH STREET, LONDON, NW1 0SS",LA2003,Application Approved,No,04/12/2007,,,,02/12/2007,30/11/2007,,,E05000131,Cantelowes,529363.05,184171.91,-0.136007,51.541639,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.541639, -0.136007)",19332,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\004766,Temporary Event Notice,Grand Union (Camden),"102 106 CAMDEN ROAD, LONDON, NW1 9EA",LA2003,Application Approved,No,10/03/2010,,,,10/03/2010,08/03/2010,,,E05000131,Cantelowes,529236.01,184161.88,-0.137842,51.541578,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.541578, -0.137842)",16591,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001875,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,29/11/2007,,,,29/11/2007,27/11/2007,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.55423, -0.144109)",19355,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000604,Late Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,03/12/2013,,,,06/12/2013,03/12/2013,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.54314, -0.148383)",33653,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007261,Temporary Event Notice,Nisa (formerly Leighton Arms),"101 BRECKNOCK ROAD, LONDON, N7 0DA",LA2003,Application Rejected,No,,,,,24/11/2011,22/11/2011,23/11/2011,,E05000139,Kentish Town,529549.72,185368.07,-0.132877,51.552346,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.552346, -0.132877)",14271,http://opendatacommunities.org/id/london-borough-council/camden
043663,Street Trading  - Renewal Application,QC34,"Queen's Crescent, London,",N/A,Open,No,,,,,,03/08/2010,,,E05000134,Gospel Oak,528255.31,185092.86,-0.151636,51.550168,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.550168, -0.151636)",36204,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\001295,Premises - New Licence,Camden New Town Community Fesitval,"156 ST PAUL'S CRESCENT, LONDON, NW1 9XZ",LA2003,Application Approved In Full,No,09/07/2013,,,,02/07/2013,04/06/2013,,,E05000131,Cantelowes,529871.54,184153.63,-0.128686,51.541358,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.541358, -0.128686)",28842,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001318,Late Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Approved,No,01/07/2015,,,,03/07/2015,30/06/2015,,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.545084, -0.153769)",32988,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\002794,Premises - Variation of DPS,Temptation Coffee Bar,"7 MURRAY STREET, LONDON, NW1 9RE",LA2003,Application Approved In Full,No,29/05/2013,,,,23/05/2013,09/05/2013,,,E05000131,Cantelowes,529598.47,184363.41,-0.132544,51.543306,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.543306, -0.132544)",23695,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\000512,Premises - New Licence,The Circuit,"349 ROYAL COLLEGE STREET, LONDON, NW1 9QS",LA2003,Application Withdrawn,Yes,,,,27/06/2007,01/06/2007,04/05/2007,,,E05000131,Cantelowes,529024.87,184496.97,-0.140762,51.544638,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.544638, -0.140762)",29525,http://opendatacommunities.org/id/london-borough-council/camden
SSL-NEW\00177,SSL - New Registration,Eleanor Primary School,"ELEANOR PALMER PRIMARY SCHOOL LUPTON STREET, LONDON, NW5 2JA",GA2005,Application Approved,No,14/05/2015,,13/05/2016,,,,,,E05000139,Kentish Town,529119.07,185634.55,-0.138987,51.554839,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.554839, -0.138987)",7540,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000570,Late Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Approved,No,22/11/2013,,,,27/11/2013,22/11/2013,,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.545084, -0.153769)",33685,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\002801,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,30/10/2008,,,,26/10/2008,24/10/2008,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543877, -0.132175)",18532,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010227,Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,04/04/2014,,,,09/04/2014,04/04/2014,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.553337, -0.161684)",11516,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001218,Late Temporary Event Notice,Knowhere Special (Basement),"296 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,22/04/2015,,,,24/04/2015,21/04/2015,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.551065, -0.140306)",33080,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000441,Premises - Conversion of Licence,Golden Valley,"177 YORK WAY, LONDON, N7 9LN",LA2003,Application Rejected - Incomplete Documentation,No,,,,,29/07/2005,30/06/2005,07/07/2005,,E05000131,Cantelowes,529809.5,184935.2,-0.129292,51.548396,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.548396, -0.129292)",31400,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000187,Premises Licence - Transfer Application,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Rejected - Incomplete Documentation,No,,,,,18/04/2007,04/04/2007,05/04/2007,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.54314, -0.148383)",28037,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\002542,Premises - Variation of DPS,Unicorn,"227 CAMDEN ROAD, LONDON, NW1 9AA",LA2003,Application Approved In Full,No,16/10/2012,,,,05/10/2012,21/09/2012,,,E05000139,Kentish Town,529772.57,184964.12,-0.129813,51.548664,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.548664, -0.129813)",23931,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009514,Temporary Event Notice,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Approved,No,22/08/2013,,,,26/08/2013,21/08/2013,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.543994, -0.151855)",12173,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000566,Premises Licence - Transfer Application,Chicken Cottage,"211A KENTISH TOWN ROAD, LONDON, NW5 2JU",LA2003,Application Approved In Full,No,16/11/2009,,,,13/11/2009,30/10/2009,,,E05000139,Kentish Town,528915.05,184769.23,-0.142245,51.547109,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.547109, -0.142245)",27683,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000251,Premises Licence - Transfer Application,Old Oak,"1 MANSFIELD ROAD, LONDON, NW3 2JD",LA2003,Application Approved In Full,No,21/09/2007,,,,20/09/2007,06/09/2007,,,E05000134,Gospel Oak,528279.2,185599.66,-0.151107,51.554717,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.554717, -0.151107)",27975,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY\000669,Premises Licence -  Variation Application,Leighton Food & Wine,"91 LEIGHTON ROAD, LONDON, NW5 2QJ",LA2003,Application Rejected,Yes,28/03/2012,,,01/03/2012,17/01/2012,20/12/2011,28/03/2012,,E05000139,Kentish Town,529323.66,185206.65,-0.136195,51.550947,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.550947, -0.136195)",21469,http://opendatacommunities.org/id/london-borough-council/camden
SSL-NEW\00064,SSL - New Registration,Kentish Town Community Centre,"17 BUSBY PLACE, LONDON, NW5 2SP",GA2005,Application Approved,No,24/12/2010,,24/12/2011,,,,,,E05000139,Kentish Town,529594.79,184972.05,-0.132373,51.548776,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.548776, -0.132373)",7636,http://opendatacommunities.org/id/london-borough-council/camden
2011/1683/TC,Table and Chairs,Samwidges,"235 Kentish Town Road, London, NW5 2JT",TC,Final Decision,3,25/05/2011,,25/05/2012,,,31/03/2011,,,E05000139,Kentish Town,528951.56,184884.61,-0.141677,51.548138,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.548138, -0.141677)",35339,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000329,Temporary Event Notice,Unicorn,"227 CAMDEN ROAD, LONDON, NW1 9AA",LA2003,Application Approved,No,16/05/2006,,,,12/05/2006,10/05/2006,,,E05000139,Kentish Town,529772.57,184964.12,-0.129813,51.548664,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.548664, -0.129813)",20774,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008483,Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,,,,18/10/2012,11/10/2012,08/10/2012,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54314, -0.148383)",13118,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\002700,Premises - Variation of DPS,The Junction Tavern,"101 FORTESS ROAD, LONDON, NW5 1AG",LA2003,Application Approved In Full,No,07/03/2013,,,,20/02/2013,06/02/2013,,,E05000139,Kentish Town,529040,185653.71,-0.14012,51.555029,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.555029, -0.14012)",23784,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006604,Temporary Event Notice,William Ellis School,"1 HIGHGATE ROAD, LONDON, NW5 1JY",LA2003,Application Approved,No,08/07/2011,,,,09/07/2011,07/07/2011,,,E05000139,Kentish Town,528923.29,185300.87,-0.141932,51.551885,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.551885, -0.141932)",14868,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\001796,Premises - New Licence,Domino's  Pizza,"194 KENTISH TOWN ROAD, LONDON, NW5 2AE",LA2003,Under Consultation,No,,,,,22/05/2017,24/04/2017,,,E05000131,Cantelowes,529020.57,184828.56,-0.140702,51.547618,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.547618, -0.140702)",28374,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-C-PREM\0074,Premises - Change of Premises Name,Joe's Southern Table & Bar,"298 302 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved In Full,No,04/10/2016,,,,,21/09/2016,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.551065, -0.140306)",31784,http://opendatacommunities.org/id/london-borough-council/camden
049278,Riding Establishment - New Application,Kentish Town City Farm,"1 Cressfield Close, London, NW5 4BN",N/A,Open,No,,,,,,28/06/2013,,,E05000134,Gospel Oak,528341.41,185353.93,-0.1503,51.552495,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.552495, -0.1503)",35724,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011219,Temporary Event Notice,Gospel Oak School Association,"GOSPEL OAK PRIMARY SCHOOL MANSFIELD ROAD, LONDON, NW3 2JB",LA2003,Application Approved,No,13/02/2015,,,,17/02/2015,12/02/2015,,,E05000134,Gospel Oak,528207.18,185640.91,-0.152131,51.555104,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.555104, -0.152131)",10631,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000586,Temporary Event Notice,Spring Studios,"10 SPRING HOUSE SPRING PLACE, LONDON, NW5 3BH",LA2003,Application Approved,No,13/09/2006,,,,13/09/2006,11/09/2006,,,E05000134,Gospel Oak,528502.77,185056.03,-0.148083,51.549781,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.549781, -0.148083)",20541,http://opendatacommunities.org/id/london-borough-council/camden
046338,Street Trading  - Renewal Application,QCS36,"Queen's Crescent, London,",N/A,Open,No,,,,,,04/08/2011,,,E05000134,Gospel Oak,528255.31,185092.86,-0.151636,51.550168,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.550168, -0.151636)",35860,http://opendatacommunities.org/id/london-borough-council/camden
